urun_id,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
101,90.0,6.3,OLED,FHD+,120.0,3988.0,Var,40.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2430600.0,12.0,512.0,8.75,204.0,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
102,67.0,6.79,AMOLED,FHD+,120.0,7500.0,Var,66.0,Yok,108.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,754.2,8.0,512.0,7.76,189.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
103,50.0,6.1,IPS LCD,HD+,60.0,3110.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,950.7,4.0,64.0,8.3,194.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
104,83.0,6.59,AMOLED,FHD+,120.0,6210.0,Var,100.0,Yok,50.0,Var,4320p (Ultra HD) 8K,30.0,20.0,8.0,3.0,,12.0,256.0,8.0,199.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
105,66.0,6.1,OLED,FHD+,60.0,3279.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1381900.0,6.0,128.0,7.8,172.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
106,74.0,6.1,OLED,FHD+,60.0,4005.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1405700.0,8.0,256.0,7.8,167.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
107,54.0,6.67,AMOLED,FHD+,120.0,5500.0,Var,33.0,Yok,108.0,Yok,1080p (Full HD),60.0,20.0,8.0,6.0,443.5,8.0,128.0,8.16,196.5,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
108,77.0,6.7,OLED,FHD+,120.0,4323.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,128.0,7.85,240.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
109,67.0,6.83,AMOLED,FHD+,120.0,6500.0,Var,100.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,,8.0,256.0,8.31,205.9,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
110,65.0,6.57,AMOLED,FHD+,120.0,6000.0,Var,45.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,677.736,12.0,256.0,7.78,180.0,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
112,47.0,6.74,IPS LCD,HD+,90.0,5500.0,Var,15.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,6.0,425.5,6.0,128.0,8.19,199.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
114,82.0,6.67,AMOLED,FHD+,144.0,5000.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,8.39,209.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
115,83.0,6.67,AMOLED,FHD+,144.0,5000.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,512.0,8.39,209.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
117,55.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,6.0,387.9,8.0,256.0,7.97,188.5,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Var
118,68.0,6.1,Dynamic AMOLED,FHD+,120.0,3700.0,Var,25.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1206700.0,8.0,128.0,7.6,168.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
119,67.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,120.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,742.5,12.0,256.0,8.9,204.5,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
120,83.0,6.7,Dynamic AMOLED,QHD+,120.0,3900.0,Var,25.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2161200.0,12.0,512.0,5.8,163.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
121,59.0,6.1,OLED,FHD+,60.0,2815.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1250400.0,4.0,64.0,7.4,164.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
122,50.0,6.7,Super AMOLED,FHD+,90.0,5000.0,Var,25.0,Yok,50.0,Var,1080p (Full HD),30.0,13.0,8.0,6.0,428.1,4.0,128.0,7.5,190.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
123,90.0,6.9,Dynamic AMOLED,QHD+,120.0,5000.0,Var,45.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2551600.0,12.0,1.0,8.2,218.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
124,65.0,6.67,AMOLED,FHD+,120.0,5100.0,Var,67.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,601.7,12.0,256.0,7.98,187.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
125,58.0,6.55,AMOLED,FHD+,120.0,4500.0,Var,33.0,Var,50.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,659.6,8.0,128.0,8.3,193.5,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
126,69.0,6.67,AMOLED,FHD+,120.0,5110.0,Var,120.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,750.3,12.0,512.0,8.75,210.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
127,76.0,6.1,OLED,FHD+,60.0,3561.0,Var,25.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1517700.0,8.0,256.0,7.8,170.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
128,53.0,6.67,Super AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,646.6,8.0,128.0,9.0,197.0,Plastik,Var,Var,Var,Var,Var,5.3,Yok,Android,Var
129,56.0,6.67,IPS LCD,FHD+,120.0,5160.0,Var,33.0,Yok,48.0,Yok,2160p (Ultra HD) 4K,30.0,20.0,8.0,7.0,621.5,8.0,256.0,9.4,215.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
130,75.0,6.1,OLED,FHD+,120.0,3200.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1432800.0,6.0,128.0,7.85,206.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
131,64.0,6.77,AMOLED,FHD+,120.0,5000.0,Var,50.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,770.1,12.0,256.0,8.35,201.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
134,77.0,6.83,AMOLED,FHD+,120.0,6500.0,Var,90.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,2024800.0,12.0,256.0,8.2,215.7,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
135,79.0,6.8,OLED,FHD+,120.0,5170.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1160300.0,16.0,512.0,8.3,233.5,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
136,65.0,6.78,AMOLED,FHD+,144.0,5200.0,Var,45.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,733.5,12.0,256.0,7.29,178.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
137,90.0,6.62,AMOLED,FHD+,120.0,5600.0,Var,80.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,8.0,8.0,3.0,2274400.0,16.0,512.0,8.93,229.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
138,54.0,6.78,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Var,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,412.4,8.0,256.0,7.62,180.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
139,77.0,6.78,AMOLED,FHD+,120.0,5200.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1281700.0,12.0,512.0,8.2,199.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
140,69.0,6.9,Dynamic AMOLED,QHD+,120.0,4500.0,Var,25.0,Var,108.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,7.0,,8.0,256.0,8.1,208.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
142,93.0,6.9,OLED,FHD+,120.0,4832.0,Var,40.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,1.0,8.75,231.0,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
143,46.0,6.56,IPS LCD,HD+,120.0,5000.0,Var,22.5,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,8.0,8.0,6.0,469.1,6.0,256.0,8.6,205.5,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
144,61.0,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,612.1,8.0,128.0,8.2,209.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
145,84.0,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,Var,45.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,2043500.0,12.0,512.0,8.6,232.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
146,76.0,6.67,AMOLED,FHD+,144.0,5000.0,Var,120.0,Yok,50.0,Var,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,1527500.0,12.0,512.0,8.62,206.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
147,57.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,379.1,8.0,256.0,8.12,201.8,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
148,53.0,6.67,IPS LCD,FHD+,120.0,5160.0,Var,33.0,Yok,48.0,Yok,2160p (Ultra HD) 4K,30.0,20.0,8.0,7.0,666.6,6.0,128.0,9.4,215.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
149,72.0,6.7,OLED,FHD+,60.0,4383.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1417400.0,6.0,128.0,7.8,201.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
150,80.0,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,Var,45.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1595600.0,12.0,512.0,8.9,233.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
151,75.0,6.7,Dynamic AMOLED,FHD+,120.0,4900.0,Var,45.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1810600.0,8.0,512.0,7.4,190.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
152,51.0,6.9,IPS LCD,HD+,120.0,6000.0,Var,33.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,419.9,8.0,256.0,8.2,211.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
153,54.0,6.78,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,108.0,Yok,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,428.3,8.0,256.0,7.4,188.5,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
154,74.0,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,Var,25.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,10.0,8.0,4.0,1511600.0,12.0,256.0,6.9,187.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
155,77.0,6.8,OLED,FHD+,120.0,5200.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,987.2,16.0,512.0,8.4,226.0,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
156,63.0,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740.8,8.0,128.0,8.2,213.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
157,71.0,6.67,AMOLED,FHD+,144.0,5000.0,Var,67.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,934.1,12.0,256.0,8.62,197.0,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
158,40.0,6.3,IPS LCD,FHD+,60.0,4000.0,Var,18.0,Yok,48.0,Yok,2160p (Ultra HD) 4K,30.0,13.0,8.0,11.0,250.3,4.0,64.0,8.35,190.0,Cam,Yok,Var,Var,Var,Var,4.2,Yok,Android,Var
160,68.0,6.67,AMOLED,FHD+,120.0,5110.0,Var,45.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,684.3,12.0,512.0,8.4,190.0,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
161,62.0,6.7,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,615.5,8.0,256.0,8.75,190.0,,Var,Var,Var,Var,Var,5.2,Var,Android,Var
162,47.0,6.72,IPS LCD,FHD+,90.0,5000.0,Var,33.0,Yok,108.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,306.0,6.0,128.0,7.59,185.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
163,68.0,6.74,AMOLED,FHD+,120.0,5000.0,Var,80.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,16.0,8.0,4.0,915.2,16.0,256.0,8.1,193.5,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
164,48.0,6.5,Super AMOLED,FHD+,60.0,4000.0,Var,15.0,Yok,48.0,Yok,2160p (Ultra HD) 4K,30.0,32.0,8.0,10.0,,6.0,128.0,7.9,172.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
165,70.0,6.83,AMOLED,FHD+,120.0,6500.0,Var,100.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,837.7,12.0,512.0,8.31,205.9,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
166,75.0,6.67,AMOLED,FHD+,144.0,5100.0,Var,70.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1493100.0,12.0,256.0,7.7,193.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
167,79.0,6.7,OLED,FHD+,60.0,4674.0,Var,30.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1572700.0,8.0,256.0,7.8,199.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
168,71.0,6.1,Dynamic AMOLED,FHD+,120.0,3900.0,Var,25.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1524200.0,8.0,128.0,7.6,168.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
169,62.0,6.1,OLED,FHD+,60.0,2815.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1250400.0,4.0,128.0,7.4,164.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
172,66.0,6.67,AMOLED,FHD+,120.0,5100.0,Var,67.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,601.7,12.0,512.0,7.98,187.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
173,54.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,64.0,Yok,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432.9,8.0,256.0,7.82,185.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
174,49.0,6.74,IPS LCD,HD+,90.0,5500.0,Var,15.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,6.0,425.5,8.0,256.0,8.19,199.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
175,81.0,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,Var,25.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,256.0,8.9,215.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
176,77.0,6.8,OLED,FHD+,120.0,5170.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1105100.0,12.0,512.0,8.3,219.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
177,73.0,6.1,Dynamic AMOLED,FHD+,120.0,3900.0,Var,25.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1591500.0,8.0,256.0,7.6,168.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
178,93.0,6.9,OLED,FHD+,120.0,4832.0,Var,40.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,8.75,231.0,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
179,51.0,6.68,IPS LCD,HD+,120.0,6500.0,Var,44.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,336.6,8.0,256.0,8.09,208.0,,Yok,Var,Var,Var,Var,5.0,,Android,Var
180,41.0,6.74,IPS LCD,HD+,90.0,5500.0,Var,15.0,Yok,13.0,Yok,1080p (Full HD),30.0,5.0,8.0,12.0,248.1,4.0,128.0,8.19,199.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.4,Yok,Android,Var
181,60.0,6.67,AMOLED,FHD+,120.0,5110.0,Var,45.0,Yok,108.0,Var,1080p (Full HD),30.0,20.0,8.0,6.0,450.1,8.0,256.0,7.99,190.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
182,38.0,6.74,IPS LCD,HD+,90.0,5000.0,Yok,,Yok,32.0,Yok,1080p (Full HD),30.0,5.0,8.0,12.0,261.2,6.0,128.0,7.84,187.0,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
183,50.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1080p (Full HD),30.0,24.0,8.0,6.0,401.7,8.0,256.0,7.9,190.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
184,67.0,6.4,Dynamic AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1257500.0,8.0,128.0,8.2,209.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
185,70.0,6.55,AMOLED,FHD+,120.0,6000.0,Var,80.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,848.1,12.0,512.0,7.3,184.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
186,56.0,6.78,AMOLED,FHD+,120.0,5000.0,Var,70.0,Yok,50.0,Var,1440p (Quad HD) 2K,30.0,50.0,8.0,6.0,435.5,8.0,256.0,7.7,190.0,,Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
187,67.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,64.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1426100.0,8.0,256.0,8.35,190.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
188,80.0,6.1,OLED,FHD+,120.0,3274.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1791300.0,8.0,256.0,8.25,187.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
189,52.0,6.7,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,16.0,8.0,6.0,415.2,8.0,256.0,7.96,188.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
190,70.0,6.1,OLED,FHD+,120.0,3095.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1484600.0,6.0,128.0,7.65,204.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
191,64.0,6.67,AMOLED,FHD+,120.0,5800.0,Var,45.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,638.9,12.0,256.0,7.76,192.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Var
192,48.0,6.79,IPS LCD,FHD+,90.0,5030.0,Var,33.0,Yok,108.0,Yok,1080p (Full HD),30.0,13.0,8.0,12.0,275.2,8.0,256.0,8.3,205.0,Cam,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
193,79.0,6.7,OLED,FHD+,120.0,4323.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,7.85,240.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
194,44.0,4.7,IPS LCD,HD+,60.0,1821.0,Var,18.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,7.0,923.0,3.0,64.0,7.3,148.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
197,56.0,6.78,AMOLED,FHD+,144.0,5160.0,Var,45.0,Yok,50.0,,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,449.9,8.0,256.0,5.95,155.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.4,Var,Android,Var
198,76.0,6.9,Dynamic AMOLED,FHD+,120.0,4300.0,Var,25.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,10.0,10.0,3.0,1943900.0,12.0,256.0,6.5,188.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
199,54.0,6.67,OLED,FHD+,120.0,5000.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,32.0,8.0,6.0,374.0,8.0,256.0,7.76,187.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
200,45.0,6.66,IPS LCD,FHD+,60.0,5000.0,Var,22.5,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,235.6,8.0,256.0,8.3,207.0,Plastik,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
201,44.0,6.74,IPS LCD,HD+,90.0,5000.0,Var,18.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,279.4,8.0,256.0,8.09,192.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
202,73.0,6.67,OLED,FHD+,120.0,4815.0,Var,88.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,4.0,1248100.0,8.0,256.0,8.3,200.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
203,56.0,6.7,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,64.0,Yok,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,,8.0,128.0,7.4,173.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.0,Var,Android,Yok
204,72.0,6.78,AMOLED,FHD+,144.0,5200.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1369400.0,12.0,256.0,7.99,209.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
205,46.0,6.67,IPS LCD,HD+,90.0,5000.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,334.9,8.0,128.0,7.68,186.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
206,69.0,6.4,Dynamic AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1257500.0,8.0,256.0,8.2,209.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
207,61.0,6.4,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,5.0,623.5,8.0,128.0,8.2,202.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
208,88.0,6.67,AMOLED,QHD+,120.0,5300.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,32.0,8.0,3.0,2634300.0,16.0,512.0,8.39,212.0,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
209,67.0,6.77,AMOLED,FHD+,120.0,5000.0,Var,50.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,774.5,12.0,256.0,8.39,211.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
211,46.0,6.6,IPS LCD,FHD+,120.0,4500.0,Var,22.5,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,6.0,447.7,8.0,256.0,7.98,189.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
